,Symbol,Insider,Ins-Count,Ins-Date,Ins-Amt,Representative,Rep-Date,Rep-Amt,Senator,Sen-Date,Sen-Amt,currentRatio,quickRatio,cashRatio,daysOfSalesOutstanding,daysOfInventoryOutstanding,operatingCycle,daysOfPayablesOutstanding,cashConversionCycle,grossProfitMargin,operatingProfitMargin,pretaxProfitMargin,netProfitMargin,effectiveTaxRate,returnOnAssets,returnOnEquity,returnOnCapitalEmployed,netIncomePerEBT,ebtPerEbit,ebitPerRevenue,debtRatio,debtEquityRatio,longTermDebtToCapitalization,totalDebtToCapitalization,interestCoverage,cashFlowToDebtRatio,companyEquityMultiplier,receivablesTurnover,payablesTurnover,inventoryTurnover,fixedAssetTurnover,assetTurnover,operatingCashFlowPerShare,freeCashFlowPerShare,cashPerShare,payoutRatio,operatingCashFlowSalesRatio,freeCashFlowOperatingCashFlowRatio,cashFlowCoverageRatios,shortTermCoverageRatios,capitalExpenditureCoverageRatio,dividendPaidAndCapexCoverageRatio,dividendPayoutRatio,priceBookValueRatio,priceToBookRatio,priceToSalesRatio,priceEarningsRatio,priceToFreeCashFlowsRatio,priceToOperatingCashFlowsRatio,priceCashFlowRatio,priceEarningsToGrowthRatio,priceSalesRatio,dividendYield,enterpriseValueMultiple,priceFairValue,symbol.1,date.1,period.1,revenuePerShare,netIncomePerShare,operatingCashFlowPerShare.1,freeCashFlowPerShare.1,cashPerShare.1,bookValuePerShare,tangibleBookValuePerShare,shareholdersEquityPerShare,interestDebtPerShare,marketCap,enterpriseValue,peRatio,priceToSalesRatio.1,pocfratio,pfcfRatio,pbRatio,ptbRatio,evToSales,enterpriseValueOverEBITDA,evToOperatingCashFlow,evToFreeCashFlow,earningsYield,freeCashFlowYield,debtToEquity,debtToAssets,netDebtToEBITDA,currentRatio.1,interestCoverage.1,incomeQuality,dividendYield.1,payoutRatio.1,salesGeneralAndAdministrativeToRevenue,researchAndDdevelopementToRevenue,intangiblesToTotalAssets,capexToOperatingCashFlow,capexToRevenue,capexToDepreciation,stockBasedCompensationToRevenue,grahamNumber,roic,returnOnTangibleAssets,grahamNetNet,workingCapital,tangibleAssetValue,netCurrentAssetValue,investedCapital,averageReceivables,averagePayables,averageInventory,daysSalesOutstanding,daysPayablesOutstanding,daysOfInventoryOnHand,receivablesTurnover.1,payablesTurnover.1,inventoryTurnover.1,roe,capexPerShare,Ins-Buy-Price,Mon-3-Price,Mon-6-Price,Mon-12-Price,Labels
96,ELDN,OrbiMed Israel GP Ltd.,2,2019-05-02,2003232,0,0,0,0,0,0,3.1845109534094416,3.024683739586548,2.794199321197161,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,-0.3628726488736897,-0.4915902910665726,-0.4774730656219392,1.0,1.0012307692307691,0.0,0.2618392684558769,0.3547185013596535,0.0275220372184133,0.0434489402697495,0.0,-8.920177383592018,1.3547185013596534,0.0,0.0,0.0,0.0,0.0,-7.681438909361694,-7.681438909361694,17.291352414412007,0.0,0.0,1.0,-8.920177383592018,-23.66470588235294,0.0,0.0,0.0,3.987711552019338,3.987711552019338,0.0,-2.0279649661954515,-9.841906040268457,-9.841906040268457,-9.841906040268457,0.2859270464110413,0.0,0.0,-6.407979321753516,3.987711552019338,ELDN,2019-03-31,Q1,0.0,-9.319687625303114,-7.681438909361694,-7.681438909361694,17.291352414412007,18.958241842170583,15.393427911328356,18.958241842170583,0.8611307353025414,39593988.0,30988988.0,-2.0279649661954515,0.0,-9.841906040268457,-9.841906040268457,3.987711552019338,3.987711552019338,0.0,-6.407979321753516,-7.702955008699975,-7.702955008699975,-0.1232762913399883,-0.1016063347799165,0.3547185013596535,0.2618392684558769,1.7793631100082714,3.1845109534094416,0.0,0.8242163491087892,0.0,0.0,0.0,0.0,0.1388000892126979,0.0,0.0,0.0,0.0,63.05085302844498,-0.4774730656219392,-0.421357044198895,11.63624386611422,7080000.0,8062000.0,6799000.0,0.0454224997482123,373500.0,584500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.4915902910665726,0.0,49.14,14.004,0.0,0.0,Weak
99,NCPL,Lenk Cecilia,2,2019-09-09,300000,0,0,0,0,0,0,0.095398929065476,0.0666824340534718,0.0003232881467251,119.89185729205268,0.0,29.56237577064313,11237.903634826713,-11208.34125905607,0.980072768924974,0.2459993935922919,0.2061365091129602,0.2061365091129602,0.0,0.031926022937168,-0.0298077567151182,0.1632598306363712,1.0,0.8379553546973432,0.2459993935922919,2.0710642616381603,-1.933650795583946,5.589558704340292,3.77501022342838,6.171138812592436,-0.0157746216597551,-0.9336507955839458,3.044410256410256,0.008008611118633,0.0,0.0,0.1548780615066735,-0.0468275777757697,-0.0468275777757697,0.0005049511791938,0.0,-0.1484014419027726,1.0,-0.0157746216597551,-0.150618888053067,0.0,0.0,0.0,-0.0032078115199824,-0.0032078115199824,0.0221837246909005,0.0269041675178753,-0.1494845629965948,-0.1494845629965948,-0.1494845629965948,-0.0002804320767927,0.0221837246909005,0.0,38.32607224048206,-0.0032078115199824,NCPL,2019-07-31,Q1,0.3155466495160441,0.0650456847935281,-0.0468275777757697,-0.0468275777757697,0.0005049511791938,-2.1821730972642275,-2.1821730972642275,-2.1821730972642275,2.9811174835359338,2633.918,1119427.918,0.0269041675178753,0.0221837246909005,-0.1494845629965948,-0.1494845629965948,-0.0032078115199824,-0.0032078115199824,9.42819052993296,38.32607224048206,-63.53166390465381,-63.53166390465381,9.292240684789732,-6.689653967967112,-1.933650795583946,2.0710642616381603,38.23589427554095,0.095398929065476,6.171138812592436,-0.7199182839632278,0.0,0.0,0.7042667520129366,0.0,0.0,0.0,0.0,0.0,0.2401206077552808,1.7870845608463055,0.1632598306363712,0.031926022937168,-4.141319889229657,-531644.0,-821095.0,-1531644.0,-1.3603590327550406,30000.0,295432.0,0.0,29.56237577064313,11237.903634826713,0.0,3.044410256410256,0.008008611118633,0.0,-0.0298077567151182,0.0,0.0122,0.0065,0.0043,0.005,Weak
102,MDRR,Virginia Birth-Related Neurological Injury Compensation Program,1,2019-05-31,1299998,0,0,0,0,0,0,3.351981476296504,1.214501642156536,1.1286348546058158,22.91899417737744,0.0,5.651258838257451,118.94748898678414,-113.29623014852667,0.4466948589583758,-0.1874464569621224,-0.5463086340951665,-0.4463094140847927,0.0,-0.0131044881964105,-0.0483190418144972,-0.005624549634057,0.8169547142962524,2.914478315295978,-0.1874464569621224,0.6639273302167696,2.448041613660184,0.700561385530625,0.700561385530625,-0.5698435406679656,0.0025512908048016,3.687213196752886,15.925655252370502,0.7566364012106183,0.0,0.0,0.0293618906141218,0.0365362929243937,-0.1382449553795644,0.5469395438110737,-0.0233019097371398,0.0551335667235625,-3.7837707198604136,0.0025512908048016,0.0,-0.2090401188853756,-0.2176212064068717,-0.0233019097371398,0.9487765605003624,0.9487765605003624,8.763582532119955,-4.9089164689090525,-42.00884875440796,158.95185189197346,158.95185189197346,-0.0926553520850499,8.763582532119955,0.0011867134980155,117.89363269825304,0.9487765605003624,MDRR,2019-03-31,Q1,0.6626869091852021,-0.2957634061601097,0.0365362929243937,-0.1382449553795644,0.5469395438110737,6.121052799341139,6.5650117032265065,6.121052799341139,14.538695596364892,13482613.981180971,45459548.98118097,-4.9089164689090525,8.763582532119955,158.95185189197346,-42.00884875440796,0.9487765605003624,0.9487765605003624,29.54831384519349,117.89363269825304,535.9405458628772,-141.64191901211407,-0.0509277355977416,-0.0238045085654738,2.448041613660184,0.6639273302167696,82.92816612119357,3.351981476296504,-0.5698435406679656,-0.12353216173273,0.0011867134980155,-0.0233019097371398,0.2661402603345375,0.0,0.0451944996567471,-4.783770719860414,-0.2637463421736491,-0.7166999609653051,0.0,6.382290111506036,-0.005624549634057,-0.0137247724187799,-14.40644396794944,2646085.0,15241213.0,-31016829.0,2.339582644583318,232149.0,975690.5,0.0,5.651258838257451,118.94748898678414,0.0,15.925655252370502,0.7566364012106183,0.0,-0.0483190418144972,-0.1747812483039582,4.32,0.0,0.0,0.0,Weak
103,RTLPP,Kabnick Lisa,1,2019-05-14,513438,0,0,0,0,0,0,0.5080360609435065,0.3157828492923914,0.2304836996172898,204.00225045777947,0.0,50.301924770411375,187.89498286070423,-137.59305809029289,0.8205784095833158,0.1774506926098321,-0.0447295956164996,-0.0446876616206091,0.0,-0.0009490891030499,-0.0020021392892749,0.004377992303424,0.9990625,-0.2520677432059866,0.1774506926098321,0.522685960754557,1.1026257646581397,0.4297723327492232,0.5060914558157187,0.6884490238611713,0.0124650175805947,2.109537748185111,1.7891959484806803,0.478990969475334,0.0,3.73270374621726,0.0212382807385973,0.0,0.0,0.0,-9.189552705661558,0.2850812820620343,0.973179700907085,0.0124650175805947,0.047134273168477,-37.28519195612432,0.7073737513873474,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,33.83304182256958,0.0,RTLPP,2019-03-31,Q1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1528137000.0,0.0,0.0,0.0,0.0,0.0,0.0,21.360296892690904,33.83304182256958,74.92704094140721,76.99198911729141,,0.0,1.1026257646581397,0.522685960754557,33.83304182256958,0.5080360609435065,0.6884490238611713,-6.3734375,,-9.189552705661558,0.2113473392879607,0.0,0.1236903268019259,-0.0268202990929149,-0.0076459652506954,-0.0182796417591231,0.0422275338617016,0.0,0.004377992303424,-0.0010830521812982,0.0,-230614000.0,1191179000.0,-1522516000.0,1.0246663309936423,38948000.0,27590500.0,0.0,50.301924770411375,187.89498286070423,0.0,1.7891959484806803,0.478990969475334,0.0,-0.0020021392892749,0.0,18.684992008,19.3292670097,19.5474011402,14.410161756,Weak
105,REED,Bello John,1,2019-10-25,399999,0,0,0,0,0,0,1.1010437808060307,0.3729341838213975,0.0736445346477239,172.4353546910755,138.14523885860854,180.6635454947641,79.71304905418404,100.95049644058012,0.2862700228832951,-0.5009153318077804,-0.5223112128146453,-0.5223112128146453,0.0,-0.2701023608070528,2.067481884057971,-1.4099838969404186,1.0,1.042713567839196,-0.5009153318077804,1.1306431572096325,-8.654438405797102,1.942381562099872,1.234345149649756,-13.767295597484276,-0.2672398968185726,-7.654438405797101,2.11673528699443,1.1290497737556562,0.6514882506527415,8.300094966761634,0.5171291639547956,-4.609038597554379,-4.834448464616242,1.5066870061503377,0.0,-0.3556064073226544,1.0489060489060489,-0.2672398968185726,-0.4390450628619861,20.44736842105263,20.44736842105263,0.0,-19.851117164855072,-19.851117164855072,5.0150190732265445,-2.40039795728368,-13.44517383435583,-14.102724163449166,-14.102724163449166,1.089406968660979,5.0150190732265445,0.0,-12.935439938227608,-19.851117164855072,REED,2019-09-30,Q3,12.96106735605704,-6.769710810114461,-4.609038597554379,-4.834448464616242,1.5066870061503377,-3.274374911003884,-4.128559670396201,-3.274374911003884,17.718401918783698,43831266.7,54445266.7,-2.40039795728368,5.015019073226545,-14.102724163449166,-13.44517383435583,-19.851117164855072,-19.851117164855072,6.229435549199085,-12.935439938227608,-17.51778207850708,-16.701002055214726,-0.104149397078684,-0.0743761302248652,-8.654438405797102,1.1306431572096325,-2.5217391304347827,1.1010437808060307,-13.767295597484276,0.6808324205914568,0.0,0.0,0.5002288329519451,0.0,0.0340808236199041,0.0489060489060489,-0.017391304347826,-4.0,0.0255148741418764,22.332663358997014,-1.4099838969404186,-0.2796324655436447,-15.139164344524865,1394000.0,-2784000.0,-3919000.0,-5.267210144927536,3797000.0,4715000.0,9429000.0,42.51830663615561,79.71304905418404,138.14523885860854,2.11673528699443,1.1290497737556562,0.6514882506527415,2.067481884057971,-0.2254098670618615,32.465,0.0,0.0,0.0,Weak
106,MDRRP,Virginia Birth-Related Neurological Injury Compensation Program,1,2019-05-31,1299998,0,0,0,0,0,0,3.6582287819598327,1.520748947819865,1.1286348546058158,104.66049651539636,0.0,25.806697770919648,118.94748898678414,-93.14079121586448,0.4466948589583758,-0.1874464569621224,-0.5463086340951665,-0.4463094140847927,0.0,-0.0131044881964105,-0.0483190418144972,-0.005624549634057,0.8169547142962524,2.914478315295978,-0.1874464569621224,0.6639273302167696,2.448041613660184,0.700561385530625,0.700561385530625,-0.5698435406679656,0.0025512908048016,3.687213196752886,3.4874667343691206,0.7566364012106183,0.0,0.0,0.0293618906141218,0.0052891197789022,-0.020012816553245,0.0791768547789238,-0.0233019097371398,0.0551335667235625,-3.7837707198604136,0.0025512908048016,0.0,-0.2090401188853756,-0.2176212064068717,-0.0233019097371398,23.69923062664957,23.69923062664957,218.903135038304,-122.6184840214436,-1049.3275618715863,3970.414904152225,3970.414904152225,-2.3760548672558586,218.903135038304,4.750896637464717e-05,884.2632679487795,23.69923062664957,MDRRP,2019-03-31,Q1,0.0959328426078749,-0.0428157307758092,0.0052891197789022,-0.020012816553245,0.0791768547789238,0.8861047149938146,0.9503737371526588,0.8861047149938146,2.104671719084898,336778533.0,368755468.0,-122.6184840214436,218.903135038304,3970.414904152225,-1049.3275618715863,23.69923062664957,23.69923062664957,239.68786635137752,884.2632679487795,4347.403598123128,-1148.9606321292924,-0.0020388443226575,-0.0009529912644402,2.448041613660184,0.6639273302167696,76.67961968250923,3.6582287819598327,-0.5698435406679656,-0.12353216173273,4.750896637464717e-05,-0.0233019097371398,0.2661402603345375,0.0,0.0451944996567471,-4.783770719860414,-0.2637463421736491,-0.6790147008375378,0.0,0.923922329320968,-0.005624549634057,-0.0137247724187799,-2.0694134459573763,2990627.0,15241213.0,-30672287.0,2.339582644583318,274812.0,975690.5,0.0,25.806697770919648,118.94748898678414,0.0,3.4874667343691206,0.7566364012106183,0.0,-0.0483190418144972,-0.0253019363321473,21.0,0.0,0.0,0.0,Weak
111,CNFR,RONEY BRIAN J,3,2019-11-06,661174,0,0,0,0,0,0,0.1937274354063981,1.2793080714532383,0.1937274354063981,667.8518471977884,0.0,,0.0,,0.0,0.0,-0.0901817877188573,-0.0515204825332998,0.3725034835113794,-0.0056879401795169,-0.0270436656259619,0.0,0.571295866233163,0.0,0.0,0.8925349253400047,4.2436128578338685,0.4259135373934995,0.4259135373934995,0.0,0.2242539193314169,4.754562244404379,0.546528397774878,0.0,0.0,0.0,0.110401531581941,0.7928927802957709,0.7927879973196514,16.772191855533617,0.0,0.3169556840077071,0.9998678472313997,0.2242539193314169,0.0,-7567.0,-7567.0,0.0,0.7679815773272943,0.7679815773272943,1.46307020608193,-7.099458963414634,4.616618834258525,4.616008735298005,4.616008735298005,-0.1149436213124274,1.46307020608193,0.0,-193.9957469221835,0.7679815773272943,CNFR,2019-09-30,Q3,2.501588771875411,-0.128883060626906,0.7928927802957709,0.7927879973196514,16.772191855533617,4.76573931986418,2.435051582039569,4.76573931986418,3.611135706004117,34929338.1,167030338.1,-7.099458963414634,1.4630702060819305,4.616008735298005,4.616618834258525,0.7679815773272943,0.7679815773272943,6.996328143587165,-193.9957469221835,22.073521620192945,22.076439082738567,-0.0352139509909579,0.2166087424370632,4.2436128578338685,0.8925349253400047,-153.4274099883856,0.1937274354063981,0.0,-6.152032520325204,0.0,0.0,0.1799865962972271,0.0,0.0,-0.0001321527686005,-4.188657116528441e-05,-0.0022172949002217,0.0098014576526765,3.71752862371185,0.0,-0.0056879401795169,-0.0188347399574685,-128411000.0,23239000.0,-162154000.0,0.741897893672222,49911000.0,0.0,0.0,164.67579793918068,0.0,0.0,0.546528397774878,0.0,0.0,-0.0270436656259619,-0.0001047829761194,3.6803,3.9,3.36,2.6817,Buy
112,VWTR,Bylinsky Gregory,1,2019-08-14,449470,0,0,0,0,0,0,165.075,121.05,121.05,0.0,185.80304806565064,185.80304806565064,4.2203985932004695,181.58264947245016,0.2979423868312757,-0.460082304526749,-0.460082304526749,-0.460082304526749,0.0,-0.0063127819718691,-0.0063818249279333,-0.0063156348681794,1.0,1.0,-0.460082304526749,0.010818685382917,0.0109370094471558,0.0019654759870107,0.0039232409381663,0.0,-6.914492753623189,1.010937009447156,0.0,21.325,0.4843838727995457,0.0811298076923077,0.0137209840712361,-0.2363636363636363,-0.2369581372306168,0.4797621996532078,0.0,-1.963374485596708,1.0025151959756864,-6.914492753623189,-13.828985507246378,0.0,0.0,0.0,1.30891115106887,1.30891115106887,94.36279835390948,-51.27495527728086,-47.94095755801798,-48.06153846153846,-48.06153846153846,0.4338650061923765,94.36279835390948,0.0,-217.2658777120316,1.30891115106887,VWTR,2019-06-30,Q2,0.1203864255635372,-0.0553876641070101,-0.2363636363636363,-0.2369581372306168,0.4797621996532078,8.678969531830568,2.559722566262076,8.678969531830568,0.0341837998513747,229301600.0,220307600.0,-51.27495527728086,94.36279835390948,-48.06153846153846,-47.94095755801798,1.30891115106887,1.30891115106887,90.66156378600824,-217.2658777120316,-46.176399077761474,-46.060547773364,-0.0048756746573072,-0.0208589909533993,0.0109370094471558,0.010818685382917,8.8698224852071,165.075,0.0,0.0,0.0,0.0,0.8111111111111111,0.0,0.6974381849904857,0.0,0.0,0.0,0.0,3.288757608511176,-0.0063156348681794,-0.0208644371454165,0.4720832301213772,13126000.0,51668000.0,11290000.0,0.0039386933812826,0.0,40000.0,3522000.0,0.0,4.2203985932004695,185.80304806565064,0.0,21.325,0.4843838727995457,-0.0063818249279333,0.0,9.52,10.67,10.19,8.95,Strong Buy
113,XSPA,"Calm.com, Inc.",1,2019-07-08,2906250,0,0,0,0,0,0,0.4518991835285765,0.2673056443024494,0.2673056443024494,0.0,8.147772252105957,8.147772252105957,0.0,8.147772252105957,0.2366749302757979,-0.1433219708707778,-0.4696312364425162,-0.4910133250697242,-0.0051138238205212,-0.1904504342077586,-1.528702363724071,-0.0745126470114387,1.045529528208512,3.2767567567567566,-0.1433219708707778,0.7528471408395685,6.0429329474192,0.6105579560398272,0.6105579560398272,-2.798789712556732,0.0092307692307692,8.026772793053546,0.0,0.0,11.045964125560538,0.6952493805881719,0.3878722317377325,0.0913652248726597,-0.2542998758955695,3.4399007164556386,0.0,0.0046482801363495,-2.783333333333333,0.0092307692307692,0.0,-0.2643171806167401,-0.2643171806167401,0.0,0.8623173397250361,0.8623173397250361,0.2769730159978308,-0.1410211301080782,-21.40818976347305,59.586128175,59.586128175,0.0014102113010807,0.2769730159978308,0.0,-4.105770270592575,0.8623173397250361,XSPA,2019-06-30,Q2,19.65570537760486,-9.651213254048622,0.0913652248726597,-0.2542998758955695,3.4399007164556386,6.313337038700786,0.3075962570712877,6.313337038700786,10.904439588551938,3575167.6905,16698167.6905,-0.1410211301080782,0.2769730159978308,59.586128175,-21.40818976347305,0.8623173397250361,0.8623173397250361,1.2936293531530834,-4.105770270592575,278.3027948416667,-99.98902808682637,-1.7727839778932464,-0.0467110956623812,6.0429329474192,0.7528471408395685,-3.2267027292844848,0.4518991835285765,-2.798789712556732,-0.0094667087409277,0.0,0.0,0.1933684536721413,0.0,0.2410829652333303,-3.783333333333333,-0.0175859931825224,-0.1437618746041798,0.0098388596219398,37.02641823572279,-0.0745126470114387,-0.2509502692429521,-34.03202351131787,-4632000.0,202000.0,-21235000.0,1.567776169802219,0.0,2440000.0,886500.0,0.0,0.0,8.147772252105957,0.0,0.0,11.045964125560538,-1.528702363724071,-0.3456651007682292,5.01,4.2426,1.818,3.99,Weak
114,SPRT,Bloom Richard A,1,2019-12-11,1240250,0,0,0,0,0,0,12.464813984760196,12.356118332586284,4.952039444195428,248.4317004393731,0.0,61.25713161518788,2.876131221719457,58.381000393468426,0.3043478260869565,0.0878090366581415,0.1051872253918289,0.1044658666142042,0.006857855361596,0.0278355379265756,0.030662919618109,0.0253757083025375,0.993142144638404,1.1979088872292756,0.0878090366581415,0.0922084956927431,0.1015745303356944,0.0,0.0,0.0,0.0,1.1015745303356943,1.4692166875421524,31.292035398230087,0.0,22.62462908011869,0.2664558178545842,0.089053705749303,0.0865288517174267,2.3541107779706487,0.0,0.1110236736835202,0.9716479621972828,0.0,0.0,-35.270833333333336,-35.270833333333336,0.0,0.563538266091777,0.563538266091777,1.9199252409994096,4.594623352165725,17.797531914893618,17.29293561724749,17.29293561724749,0.0320579967786364,1.9199252409994096,0.0,4.339048185603807,0.563538266091777,SPRT,2019-09-30,Q3,0.8021145652516963,0.0837935931828941,0.089053705749303,0.0865288517174267,2.3541107779706487,2.732733680500763,2.7195833990847404,2.732733680500763,0.0,29276940.0,7293940.0,4.594623352165725,1.9199252409994096,17.29293561724749,17.797531914893618,0.563538266091777,0.563538266091777,0.4783225129516689,4.339048185603807,4.308292971057295,4.434006079027355,0.0544114241447364,0.0561875660502771,0.1015745303356944,0.0922084956927431,-13.07733491969066,12.464813984760196,0.0,1.0627746390458257,0.0,0.0,0.1104990491179749,0.0742343760246573,0.0043684146149679,-0.028352037802717,-0.0031477473932716,-0.6233766233766234,0.0051806675847596,2.2698403956609288,0.0253757083025375,0.0279576686147528,2.485994950291936,51156000.0,51702000.0,50341000.0,0.0,10975000.0,397500.0,0.0,61.25713161518788,2.876131221719457,0.0,1.4692166875421524,31.292035398230087,0.0,0.030662919618109,-0.0025248540318762,2.05,1.02,1.25,2.02,Weak
115,TPCO,Alden Global Capital LLC,1,2019-11-25,1031698,0,0,0,0,0,0,1.014004662811643,0.866779901226287,0.3057657667404134,160.38523135065057,40.54388329501308,80.09092664174884,292.2841512724967,-212.19322463074784,0.9465611985069504,0.0397200320302338,0.0311532155219529,-0.0931164654891177,0.0652794777641778,-0.031322148684008,-0.0729727306835424,0.0181401639677327,-2.988984088127295,0.78432,0.0397200320302338,0.5707691299118112,1.3297485565158491,0.0220062476051929,0.0960357526607399,164.47368421052633,0.4495421445760539,2.3297485565158493,2.275770636275105,0.3079195351789463,2.2198169658570928,1.0305820812756796,0.3363760482045844,0.4010818949892646,0.2734294398126202,1.5761648495664056,-2.44999544999545,0.0609421803437742,0.6817296996662959,0.4495421445760539,0.5703409992069786,-3.1419833988641326,0.291954209628968,-2.44999544999545,1.0216598656621767,1.0216598656621767,1.3036836463624923,-3.500142642642643,31.37921068733429,21.392139877641828,21.392139877641828,0.0038389292714884,1.3036836463624923,0.1749925431714462,-27.8168506876228,1.0216598656621767,TPCO,2019-09-29,Q3,6.581351253380922,-0.6128321668572065,0.4010818949892646,0.2734294398126202,1.5761648495664056,8.398098318601344,2.090817834536988,8.398098318601344,0.8937902573683183,307704540.0,283175540.0,-3.500142642642643,1.3036836463624923,21.392139877641828,31.37921068733429,1.0216598656621767,1.0216598656621767,1.1997590953577344,-27.8168506876228,19.68684232480534,28.87778299000612,-0.0714256604728679,0.0318682330783939,1.3297485565158491,0.5707691299118112,2.4095284872298635,1.014004662811643,164.47368421052633,-0.6544726544726543,0.1749925431714462,-2.44999544999545,0.6804941807505074,0.0,0.3223681585233071,-0.3182703003337042,-0.0193960860410037,-0.4065358316312937,0.0103759315671512,10.760997062379364,0.0181401639677327,-0.046222958790943,-7.343034603909322,2589000.0,74983000.0,-213039000.0,0.1062384413359408,107880000.0,43045500.0,6099000.0,39.54704334673576,292.2841512724967,40.54388329501308,2.275770636275105,0.3079195351789463,2.2198169658570928,-0.0729727306835424,-0.1276524551766444,13.005,12.33,0.0,12.6,Weak
116,WTREP,HARRIS WALTER L,4,2019-07-31,393423,0,0,0,0,0,0,3.205734576751535,3.205734576751535,0.0720814018132949,474.65905858526094,0.0,117.03921992513284,18.831047605370863,98.20817231976196,0.366155036466452,0.1066857058334945,0.1066857058334945,0.1065719259520531,0.0010664960273022,0.0054008501589146,0.0158422489853873,0.007466567075278,0.9989335039726978,1.0,0.1066857058334945,0.7228518841422067,2.120332760803436,0.3207187861909226,0.4856730888426382,0.0,0.0408214624115838,2.933288004526115,0.7689729994575393,4.7793411118737135,0.0,0.0,0.050677982129595,2.0069274021167733,2.0069274021167733,125.0045295771592,0.2570864250253563,0.2593100387989395,1.0,0.0408214624115838,0.0816429248231676,0.0,9.464493355481729,0.2570864250253563,0.4801773785572754,0.4801773785572754,3.23018708257006,7.577481249666365,12.456853184440886,12.456853184440885,12.456853184440885,-0.117680968222729,3.23018708257006,0.008481922176867,85.98567227338053,0.4801773785572754,WTREP,2019-06-30,Q2,7.739489806921353,0.8248123346098926,2.0069274021167733,2.0069274021167733,125.0045295771592,52.06409363788471,41.98894910859903,52.06409363788471,49.16353514927659,567795825.0,1615412825.0,7.577481249666365,3.23018708257006,12.456853184440885,12.456853184440886,0.4801773785572754,0.4801773785572754,9.190073985367908,85.98567227338053,35.44048671595621,35.44048671595621,0.0329924933843957,0.0802770960846709,2.120332760803436,0.7228518841422067,55.762867940597225,3.205734576751535,0.0,2.433192761437036,0.008481922176867,0.2570864250253563,0.0554733811967367,0.0,0.0022055465603852,0.0,0.0,0.0,0.0132553561879188,31.084077901930183,0.007466567075278,0.0054127883155661,22.15985825538608,2110738000.0,953646000.0,560438000.0,0.944288697143524,240719000.0,25175500.0,0.0,117.03921992513284,18.831047605370863,0.0,0.7689729994575393,4.7793411118737135,0.0,0.0158422489853873,0.0,25.0,25.5,25.1,25.0,Weak
117,KDMN,PERCEPTIVE ADVISORS LLC,1,2019-11-18,4999999,0,0,0,0,0,0,2.291068404388484,2.267837419924895,1.2173624917163686,1109.5353982300885,263.83561643835617,537.4196872348164,10459.72602739726,-9922.306340162444,0.6769911504424779,-102.86725663716814,-276.0840707964602,-276.0840707964602,0.0,-0.4002732853907789,-0.7787304677749488,-0.2289157812853865,1.0,2.6838867859600826,-102.86725663716814,0.4859925199350787,0.9454969796814936,0.0,0.2832760841562902,-27.80861244019139,-0.6325944170771757,1.9454969796814936,0.3289665211062591,0.0086044318717586,0.3411214953271028,0.0097254496944659,0.0014498239041319,-0.1562326124149329,-0.1563651913801929,0.955434212527622,0.0,-88.64159292035399,1.000848599810313,-0.6325944170771757,-0.6325944170771757,1178.4117647058824,1178.4117647058824,0.0,4.032851353901453,4.032851353901453,1429.770716283186,-1.294687803029089,-16.11611879700748,-16.129794932361605,-16.129794932361605,0.0016378198543548,1429.770716283186,0.0,-5.134795511010072,4.032851353901453,KDMN,2019-09-30,Q3,0.0017625203616919,-0.486603796317563,-0.1562326124149329,-0.1563651913801929,0.955434212527622,0.6248680595584329,0.5969484892272064,0.6248680595584329,0.2534909815771467,323128181.88,309438181.88,-1.294687803029089,1429.7707162831855,-16.129794932361605,-16.11611879700748,4.032851353901453,4.032851353901453,1369.1954950442478,-5.134795511010072,-15.446422496880148,-15.433325779551122,-0.1930967445704615,-0.0620496791191241,0.9454969796814936,0.4859925199350787,0.2271709008844564,2.291068404388484,-27.80861244019139,0.3210673932206106,0.0,0.0,45.017699115044245,58.52654867256637,0.0229662370654537,0.0008485998103129,-0.0752212389380531,-0.0131172839506172,6.469026548672566,2.615611080516608,-0.2289157812853865,-0.409682142599195,0.3694761295823375,70136000.0,76544000.0,48703000.0,0.3952373820578104,693000.0,7688000.0,221000.0,273.58407079646014,10459.72602739726,263.83561643835617,0.3289665211062591,0.0086044318717586,0.3411214953271028,-0.7787304677749488,-0.00013257896526,4.13,4.85,4.42,3.75,Strong Buy
