Symbol,Ins-Count,Ins-Date,Ins-Amt,Rep-Date,Rep-Amt,Sen-Date,Sen-Amt,currentRatio,quickRatio,cashRatio,daysOfSalesOutstanding,daysOfInventoryOutstanding,operatingCycle,daysOfPayablesOutstanding,cashConversionCycle,grossProfitMargin,operatingProfitMargin,pretaxProfitMargin,netProfitMargin,effectiveTaxRate,returnOnAssets,returnOnEquity,returnOnCapitalEmployed,netIncomePerEBT,ebtPerEbit,ebitPerRevenue,debtRatio,debtEquityRatio,longTermDebtToCapitalization,totalDebtToCapitalization,interestCoverage,cashFlowToDebtRatio,companyEquityMultiplier,receivablesTurnover,payablesTurnover,inventoryTurnover,fixedAssetTurnover,assetTurnover,operatingCashFlowPerShare,freeCashFlowPerShare,cashPerShare,payoutRatio,operatingCashFlowSalesRatio,freeCashFlowOperatingCashFlowRatio,cashFlowCoverageRatios,shortTermCoverageRatios,capitalExpenditureCoverageRatio,dividendPaidAndCapexCoverageRatio,dividendPayoutRatio,priceBookValueRatio,priceToBookRatio,priceToSalesRatio,priceEarningsRatio,priceToFreeCashFlowsRatio,priceToOperatingCashFlowsRatio,priceCashFlowRatio,priceEarningsToGrowthRatio,priceSalesRatio,dividendYield,enterpriseValueMultiple,priceFairValue,revenuePerShare,netIncomePerShare,bookValuePerShare,tangibleBookValuePerShare,shareholdersEquityPerShare,interestDebtPerShare,marketCap,enterpriseValue,peRatio,pocfratio,pfcfRatio,pbRatio,ptbRatio,evToSales,enterpriseValueOverEBITDA,evToOperatingCashFlow,evToFreeCashFlow,earningsYield,freeCashFlowYield,debtToEquity,debtToAssets,netDebtToEBITDA,incomeQuality,salesGeneralAndAdministrativeToRevenue,researchAndDdevelopementToRevenue,intangiblesToTotalAssets,capexToOperatingCashFlow,capexToRevenue,capexToDepreciation,stockBasedCompensationToRevenue,grahamNumber,roic,returnOnTangibleAssets,grahamNetNet,workingCapital,tangibleAssetValue,netCurrentAssetValue,investedCapital,averageReceivables,averagePayables,averageInventory,daysSalesOutstanding,daysPayablesOutstanding,daysOfInventoryOnHand,roe,capexPerShare,Ins-Buy-Price,Mon-1-Price,Mon-2-Price,Mon-3-Price,Mon-6-Price,Mon-9-Price,Mon-12-Price,Labels
TCX,1,5/19/2022,756559,0,0,0,0,0.843598915,0.159283323,0.033914156,103.1689047,5.345820604,30.78472861,21.18946261,9.595265992,0.261384234,-0.059778789,-0.023946041,-0.037238437,-0.555097837,-0.005360512,-0.02625813,-0.012739958,1.555097837,0.400577558,-0.059778789,0.795853236,3.898436685,0.65608002,0.659604946,-2.699331849,0.024261215,4.898436685,3.537887711,4.247394171,16.83558179,0.386937479,0.143951052,0.502754223,-1.649688445,0.576582011,0,0.066671599,-3.281302016,0.024261215,1.56136298,-0.233573804,-0.233573804,0,6.386724615,6.386724615,9.057447951,-60.80711684,-41.40175693,135.8516685,135.8516685,1.168986833,9.057447951,0,108.8346649,6.386724615,7.54075545,-0.280805947,10.69405746,-5.863172374,10.69405746,20.88954489,734549971.4,951214971.4,-60.80711684,135.8516685,-41.40175693,6.386724615,6.386724615,11.72905919,108.8346649,175.9228725,-53.61373979,-0.004111361,-0.024153564,3.898436685,0.795853236,24.79004577,-1.790397351,0.089964118,0.04642474,0.316073194,-4.281302016,-0.285441251,-2.60510916,0.017151876,8.219883567,-0.012739958,-0.007837845,-39.3495372,-28597000,-63057000,-294120000,1.937763016,20877000,12059500,3417500,25.438908,21.18946261,5.345820604,-0.02625813,-2.152442668,47.08,0,46.93,52.47,0,0,0,Strong Buy
VRCA,3,7/5/2022,4499999,0,0,0,0,1.254424537,0.319747982,0.118789788,371.8224299,0,0,0,0,1,-42.62149533,-47.51401869,-47.51401869,0,-0.160287534,-0.622543317,-0.514583921,1,1.114790045,-42.62149533,0.742527902,2.883915998,0.078533145,0.729173576,-8.556285178,-0.163297328,3.883915998,0.981651376,0,0,0.038037682,0.003373479,-0.26094648,-0.266542602,0.523201144,0,-33.55607477,1.021445481,-0.163297328,-0.168635371,46.62987013,46.62987013,0,3.23495878,3.23495878,246.8999148,-1.299089835,-7.203351297,-7.357830631,-7.357830631,0.067119641,246.8999148,0,-10.14899842,3.23495878,0.00777643,-0.369489459,0.593516063,0.593516063,0.593516063,1.636720566,52836581.76,91381581.76,-1.299089835,-7.357830631,-7.203351297,3.23495878,3.23495878,427.0167372,-10.14899842,-12.72546745,-12.45829336,-0.192442426,-0.138824272,2.883915998,0.742527902,-4.280875167,0.706235248,24.1728972,19.44859813,0,0.021445481,-0.719626168,-1.571428571,5.070093458,2.221306688,-0.514583921,-0.160287534,-1.182507988,11630000,16333000,10238000,2.692401886,324500,622500,0,91.68224299,0,0,-0.622543317,-0.005596123,2.5,3.38,0,2.84,3.55,0,0,Strong Buy
LSI,1,3/18/2020,257800,0,0,0,0,0.214508334,0.171489308,0.096644726,33.44425393,0,8.246528366,0,8.246528366,0.66162667,0.422553252,0.296374862,0.2948161,0,0.010276723,0.020395294,0.01538599,0.994740573,0.70139056,0.422553252,0.496122811,0.984610581,0.470222175,0.478639536,3.103329849,0.040267154,1.984610581,10.91368343,0,0,0,0.034858081,1.127977315,1.127977315,0.249749239,1.072550056,0.534370701,1,0.040267154,1.213046154,0,1.689950061,1.072550056,2.365801116,2.365801116,34.1979018,28.99935062,63.99658843,63.99658843,63.99658843,-0.420280444,34.1979018,0.009246328,76.37120563,2.365801116,2.110851725,0.622313073,30.51258177,30.27653741,30.51258177,28.29975888,5046003005,6986667005,28.99935062,63.99658843,63.99658843,2.365801116,2.365801116,47.35021995,76.37120563,88.60931165,88.60931165,0.008620883,0.015625833,0.984610581,0.496122811,21.21338391,1.812556033,0.082824477,0,0.003897978,0,0,0,0.006153721,20.66974884,0.014851903,0.010316939,-29.64820163,-141892000,2116394000,-2061321000,0.91805875,12730000,0,0,8.246528366,0,0,0.020395294,0,55.5933,0,58.9,63.88,71.5133,77.7,87.46,Strong Buy
MCAG,1,11/16/2021,2050000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.009709523,-0.052631579,-0.009709523,1,1,0,0.815519055,4.420614035,0,0,0,0,5.420614035,0,0,0,0,0,0,0,0.002769807,0,0,0,0,0,0,0,0,3847.883684,3847.883684,0,-18277.4475,0,0,0,0,0,0,-73088.95667,3847.883684,0,-0.000132951,0.002526064,0.002526064,0.002526064,0,87731748,87706748,-18277.4475,0,0,3847.883684,3847.883684,0,-73088.95667,0,0,-1.37E-05,0,4.420614035,0.815519055,20.83333333,0,0,0,0,0,0,0,0,0.002748899,-0.016306563,-0.009709523,-0.008396947,0,22800,-100790,0,0,0,0,0,0,0,-0.052631579,0,9.72,9.73,0,9.8,9.84,9.91,9.99,Weak
NSA,3,12/16/2022,604103,0,0,0,0,0.718223847,0.718223847,0.718223847,0,0,0,0,0,1,0,0.204335189,0.091061212,0.049087596,0.00310518,0.01108458,0,0.445646257,0,0,0.598095597,2.135025367,0,0.013566562,0,5.260679736,3.569705875,0,0,0,9.616901539,0.034099923,1.343595238,1.19525314,0.365153983,2.654044293,0.594371606,0.889593165,5.260679736,5.260679736,-9.057410273,3.376002637,2.654044293,2.239030027,2.239030027,18.3939111,50.49875432,34.78760992,30.94682002,30.94682002,-4.039900345,18.3939111,0.013139157,34.7765815,2.239030027,2.26053066,0.205846662,18.57054148,26.64279389,18.57054148,0.571033442,3803364180,3793325180,50.49875432,30.94682002,34.78760992,2.239030027,2.239030027,18.34536027,34.7765815,30.86513572,34.69578784,0.004950617,0.028745867,2.135025367,0.598095597,-0.092035901,3.058964084,0.073984514,0,0,-0.110406835,-0.065622688,-0.228807986,0.007476798,9.274178636,0,0.00310518,-39.28342316,-13104000,2437043000,-3593294000,0.013753145,0,0,0,0,0,0,0.01108458,-0.148342097,36.56,0,41.5,0,0,0,0,Strong Buy
KKR-PC,1,8/8/2022,943217,0,0,0,0,1.444211988,4.298762576,0.386716052,35050.03427,0,8642.474202,1179.936535,7462.537667,0.377498712,-1.363495622,-6.536534674,-2.456097192,0.070963155,-0.003046824,-0.04250498,-0.001911609,0.375749126,4.793953547,-1.363495622,0.801490664,11.18126417,0.674976016,0.679373454,-1.294374971,-0.100549128,13.95058566,0.010413685,0.076275289,0,0.26203144,0.001240514,0,0,0,-0.134582649,-12.31099464,1.005484202,-0.100549128,-5.048967714,182.341934,-46.80415577,0,0,0,0,0,0,0,0,0,0,0,-74.1830382,0,0,0,0,0,0,0,0,28561805000,0,0,0,0,0,86.53256885,-74.1830382,-7.028885269,-6.990547693,0,0,11.18126417,0.801490664,-74.1830382,5.012421609,1.740994335,0,0.017293302,0.005484202,-0.067515981,-0.096440967,0.656575878,0,-0.001744467,-0.003100441,0,13613178000,48217074000,-1.68998E+11,2.118893341,30377139500,3008920500,0,8642.474202,1179.936535,0,-0.04250498,0,66.220001,61.779999,0,65.094398,69.970001,0,0,Buy
DHIL,1,11/1/2019,361000,0,0,0,0,5.010097915,4.902767584,4.309192284,171.669402,0,42.32944159,40.86820918,1.46123241,0.512919525,0.368767398,0.450373452,0.330057158,0.260781967,0.039409844,0.051148453,0.048633181,0.732852162,1.221294114,0.368767398,0.22950075,0.297859796,0,0,0,0,1.297859796,2.126179714,2.202200728,0,5.747749742,0.11940309,3.300964465,3.160825669,34.62089141,0,0.325553738,0.957546106,0,0,-23.55496526,-23.55496526,0,2.111121323,2.111121323,13.62290878,10.31859819,43.70060688,41.84534595,41.84534595,-0.888806526,13.62290878,0,22.34624806,2.111121323,10.13953791,3.346627069,65.42968351,65.42968351,65.42968351,0,471248728.2,353134987.2,10.31859819,41.84534595,43.70060688,2.111121323,2.111121323,10.20846408,22.34624806,31.35723201,32.7474905,0.024228097,0.022882977,0.297859796,0.22950075,-7.474192736,0.986355634,0.102428246,0,0,-0.042453894,-0.013821024,-1.482178896,0.061483786,70.19114526,0.205747231,0.039409844,18.70869404,109915649,223222002,70836506,0,19240178,10348218.5,0,42.32944159,40.86820918,0,0.051148453,-0.140138796,144.38,0,0,0,105.96,0,0,Weak
CTVA,1,2/11/2022,2363282,0,0,0,0,1.626490898,0.978865872,0.466520193,504.7470538,208.8709677,333.3291454,166.3709677,166.9581776,0.358436332,-0.015521702,0.070422535,0.045702788,0.367346939,0.003754959,0.006263788,-0.001647044,0.648979592,-4.537037037,-0.015521702,0.394884753,0.65872203,0.041534511,0.042149353,-6.75,3.174574754,1.668137409,0.723134483,0.540959767,0.430888031,0.803649804,0.082160401,4.862863412,4.643444871,6.232857926,0.641509434,1.019258408,0.954878737,3.174574754,208.5882353,-22.1625,-61.13793103,0.641509434,1.358201072,1.358201072,9.909909744,54.20845283,10.18209569,9.722666667,9.722666667,0.120463229,9.909909744,0.00295853,54.2414216,1.358201072,4.770981898,0.218047175,34.81075151,7.504114098,34.81075151,1.542786615,34476576000,31134576000,54.20845283,9.722666667,10.18209569,1.358201072,1.358201072,8.949288876,54.2414216,8.780196277,9.195090372,0.004611827,0.098211609,0.65872203,0.394884753,-5.822299652,22.30188679,0,0.090830698,0.475887965,-0.045121263,-0.045990227,-0.504731861,0,13.06842322,-0.001165982,0.007164421,-8.197682392,5988000000,5472000000,-1175000000,0.044004097,5314500000,3819000000,4798500000,124.4581776,166.3709677,208.8709677,0.006263788,-0.219418541,51.05,53.65,59.75,53.6,60.27,64.77,0,Strong Buy
RPHM,5,7/14/2021,3448934,0,0,0,0,51.30125899,50.15917266,42.07673861,0,0,0,0,0,0,0,0,0,0,-0.053799094,-0.055004148,-0.054939036,1,0.99869961,0,0.02190842,0.02239915,0,0,0,0,1.02239915,0,0,0,0,0,-0.45407379,-0.454354631,7.832246298,0,0,1.000618493,0,0,1616.833333,1616.833333,0,1.189665014,1.189665014,0,-5.407160448,-20.53462066,-20.54732118,-20.54732118,0.12191742,0,0,-6.404688548,1.189665014,0,-0.431372441,7.842543817,7.842543817,7.842543817,0,199329562.8,58961562.77,-5.407160448,-20.54732118,-20.53462066,1.189665014,1.189665014,0,-6.404688548,-6.07788504,-6.074128234,-0.046234988,-0.048698246,0.02239915,0.02190842,15.24744732,1.052625868,0,0,0,0.000618493,0,-0.6,0,8.724608216,-0.054939036,-0.053799094,7.656579981,167805000,167551000,167388000,0,0,495000,0,0,0,0,-0.055004148,-0.000280841,8.65,0,8.49,6.67,8.98,2.58,3.01,Weak
BTCS,1,4/22/2021,39951300,0,0,0,0,10.97758126,10.38438253,4.406857542,0,0,0,0,0,-100.3826457,-109.1843528,-93.51628426,-93.51628426,0,-0.420644321,-0.44157062,-0.515553015,1,0.856498957,-109.1843528,0.047390606,0.049748203,0,0.04323344,-12.84753133,-3.66155983,1.049748203,0,0,0,4029.111111,0.004498086,-0.531864022,-0.531864022,1.660652462,0,-35.04023496,1,-3.66155983,-3.66155983,0,0,0,3.162347372,3.162347372,669.725209,-1.790397294,-19.1130342,-19.1130342,-19.1130342,0.0022601,669.725209,0,-7.444172534,3.162347372,0.015178666,-1.419452443,3.214553637,3.214553637,3.214553637,0.274251563,48571151.06,45897939.06,-1.790397294,-19.1130342,-19.1130342,3.162347372,3.162347372,632.8655212,-7.444172534,-18.06110952,-18.06110952,-0.139633813,-0.052320317,0.049748203,0.047390606,0.433567427,0.374696613,7.638588605,1.143524902,0,0,0,0,106.4314847,10.13239287,-0.843396757,-0.420644321,1.500734195,7623800,15359208,7623800,0.04518703,0,13144,0,0,0,0,-0.44157062,0,8.54694517,0,6.316449086,5.921671018,6.5,0,3.4279,Weak
GCMG,2,6/14/2021,254341,0,0,0,0,2.155929233,2.155929233,1.630153134,178.2336101,0,43.94801345,0,43.94801345,0.192464566,-0.045204856,0.186641994,0.02467569,-0.034414742,0.004762145,-0.118658281,-0.01062921,0.132208669,-4.128804115,-0.045204856,1.0695606,-26.65022129,1.081455845,1.081455845,-1.038966823,0.055410517,-24.91698113,2.047874134,0,0,16.89345336,0.192989345,0.370428616,0.369138415,3.66588507,5.561444837,0.1529854,0.996517003,0.055410517,0,-287.1090909,1.119135365,5.561444837,-23.63312613,-23.63312613,4.914648005,49.79240797,32.23723007,32.12494791,32.12494791,0.480586476,4.914648005,0.027923157,85.58660374,-23.63312613,2.421333123,0.059748064,-0.503530508,-1.739825165,-0.503530508,6.790518829,507285052.4,635994052.4,49.79240797,32.12494791,32.23723007,-23.63312613,-23.63312613,6.161598663,85.58660374,40.27573,40.41650053,0.005020846,0.031020035,-26.65022129,1.0695606,17.32054905,6.199842952,0.237669421,0,0.069110001,-0.003482997,-0.000532848,-0.052083333,0.314631996,0.822746557,-0.0217123,0.005115691,-8.866541215,110812000,-74167000,-365371000,-13.2765898,25201500,0,0,43.94801345,0,0,-0.118658281,-0.001290202,10.24,10.13,0,11.58,10.2,10.24,6.9,Strong Buy
BECN,2,11/8/2022,3249971,0,0,0,0,1.919583111,0.851187304,0.05027536,204.3981865,70.02857143,120.4281243,53.55630252,66.87182174,0.260930772,0.095809871,0.086369659,0.064094071,0.257909875,0.025030722,0.069373487,0.051471406,0.742090125,0.901469317,0.095809871,0.639188927,1.771533566,0.503648011,0.515881281,10.14912281,0.112793338,2.771533566,1.785730129,1.680474487,1.285189718,3.27129893,0.390531014,4.126153846,3.9,1.306153846,0.03875969,0.111046704,0.945190157,0.112793338,2.360915493,-18.24489796,-30.82758621,0.03875969,1.593976876,1.593976876,1.472673071,5.744186047,14.03076923,13.26174497,13.26174497,-0.69249354,1.472673071,0.00168691,21.482556,1.593976876,37.15692308,2.381538462,34.32923077,1.343076923,34.32923077,36.93230769,3556800000,5849700000,5.744186047,13.26174497,14.03076923,1.593976876,1.593976876,2.422035442,21.482556,21.81096197,23.07573964,0.043522267,0.07127193,1.771533566,0.639188927,8.420492104,1.73255814,0,0,0.34669491,-0.054809843,-0.006086452,-0.359413203,0.003270951,42.88960978,0.034674028,0.038313987,-33.21961538,1552900000,87300000,-711400000,1.065609035,1337100000,1115550000,1468800000,50.39955283,53.55630252,70.02857143,0.069373487,-0.226153846,55.62,57.86,0,59.66,0,0,0,Buy
HCWB,2,7/22/2021,3010000,0,0,0,0,2.409521697,1.223394353,1.211402292,0,0,0,0,0,0,0,0,0,0,-0.211024235,-0.310285607,-0.310356794,1,0.999770628,0,0.319903242,0.470379014,0,0,0,0,1.470379014,0,0,0,0,0,-0.028917517,-0.028917517,0.147467863,0,0,1,0,0,0,0,0,24.34330219,24.34330219,0,-19.61362504,-217.8610274,-217.8610274,-217.8610274,-3.498060468,0,0,-81.51076812,24.34330219,0,-0.080301321,0.258798085,0.258798085,0.258798085,0,215778276,210727425,-19.61362504,-217.8610274,-217.8610274,24.34330219,24.34330219,0,-81.51076812,-212.7614242,-212.7614242,-0.012746241,-0.004590082,0.470379014,0.319903242,1.953702726,0.360112596,0,0,0,0,0,0,0,0.683806356,-1.421839951,-0.211024235,0.026829549,5876895,8863969,5876895,0,675000,660188,0,0,0,0,-0.310285607,0,4.77,0,3.33,2.47,0,2.6,2.38,Weak
AMTI,1,3/1/2022,290929,0,0,0,0,11.71973629,11.20921588,11.20921588,0,0,0,0,0,0,0,0,0,0,-0.141110457,-0.184629585,-0.153623986,1,0.984099573,0,0.235710481,0.308404702,0.180175304,0.195579268,0,-0.565207553,1.308404702,0,0,0,0,0,-0.583349029,-0.608208831,4.147305387,0,0,1.042615658,-0.565207553,-5.883276629,23.46555324,23.46555324,0,3.293261456,3.293261456,0,-4.459281875,-22.98552615,-23.96506948,-23.96506948,0.303231167,0,0,-14.26287726,3.293261456,0,-0.783758484,4.245031919,4.245031919,4.245031919,1.032097016,538734761.9,418686761.9,-4.459281875,-23.96506948,-22.98552615,3.293261456,3.293261456,0,-14.26287726,-18.62485596,-17.86358742,-0.056062839,-0.043505639,0.308404702,0.235710481,4.089524783,0.744296924,0,0,0,0.042615658,0,-1.129716981,0,8.652126619,0.284663544,-0.141110457,2.838117583,152842000,163587000,116649000,0.243130567,0,1811000,0,0,0,0,-0.184629585,-0.024859803,6.12,7.64,0,2.97,1.36,1,0.621,Strong Buy
PLL,1,7/6/2021,292259,0,0,0,0,23.15594912,22.95459436,22.95459436,0,0,0,0,0,0,0,0,0,0,-0.106434254,-0.110824063,-0.108655965,1.003242776,1.009792584,0,0.039610612,0.041244325,0.006751946,0.013408864,73.67296537,0,1.041244325,0,0,0,0,0,0,-0.018871462,0.102575067,0,0,0,0,0,0,0,0,602.5002306,602.5002306,0,-1359.136758,-4141.703437,0,0,0,0,0,-5357.749505,602.5002306,0,-0.014376773,0.129726091,0.129726091,0.129726091,0.001570495,1.08697E+11,1.08557E+11,-1359.136758,0,-4141.703437,602.5002306,602.5002306,0,-5357.749505,0,-4136.361406,-0.00018394,-0.000241447,0.041244325,0.039610612,6.919430834,0,0,0,0,0,0,0,0,0.204849839,-0.108655965,-0.106434254,0.097224602,137688456,180410711,136462052,0.013591105,0,0,0,0,0,0,-0.110824063,-0.013080691,70.88,59.78,0,52.6,52.04,69.08,34.9,Weak
VICI,1,11/24/2021,250772,0,0,0,0,11.13130804,11.12207058,1.938748976,3080.95192,0,759.6867747,3.829787234,755.8569875,0.96784969,0.919457871,0.438036326,0.430823201,0.002357631,0.009223535,0.013432412,0.020079901,0.983533043,0.476407175,0.919457871,0.308853982,0.449790031,0.292829822,0.292829822,2.092344593,0.040172833,1.456319351,0.118469879,23.5,0,1.044539095,0.021409094,0.361078388,0.360844218,1.205997564,1.094166636,0.533542363,0.999351472,0.040172833,0,-1541.953846,1.132674856,1.094166636,1.308861107,1.308861107,41.97963394,24.36012837,78.73203605,78.68097613,78.68097613,-0.505247107,41.97963394,0.011229073,61.23428133,1.308861107,0.676756735,0.291562503,21.70589365,21.84761837,21.70589365,9.28551692,15771916390,20092192390,24.36012837,78.68097613,78.73203605,1.308861107,1.308861107,53.47878221,61.23428133,100.2334321,100.2984784,0.010262672,0.01270131,0.449790031,0.308853982,13.16675606,1.220910686,0.022302131,0,0,-0.000648528,-0.000346017,-0.168612192,0.006374699,11.93289803,0.020079901,0.009223535,-4.272737503,3498675000,12128786000,-1576010000,0.414086779,3165310500,452000,0,759.6867747,3.829787234,0,0.013432412,-0.000234169,28.44,0,27.5,27.53,28.96,33.99,0,Strong Buy
CADL,2,7/29/2021,7000000,0,0,0,0,5.435246996,5.410769915,5.410769915,0,0,0,0,0,0,-171,-550.9677419,-550.9677419,0,-0.555555556,0.395599305,-0.201942857,1,3.222033579,-171,2.404339058,-1.712078749,-0.012214564,-0.012214564,-353.4,-8.558541267,-0.712078749,0,0,0,0.006730352,0.001008327,-0.179822482,-0.208455351,0.980615266,0,-143.8387097,1.159228527,-8.558541267,0,6.28028169,6.28028169,0,-4.020306636,-4.020306636,5599.249645,-2.540643135,-33.58033256,-38.92727943,-38.92727943,0.013586266,5599.249645,0,-8.780732735,-4.020306636,0.001250168,-0.688801971,-1.741160721,-1.741160721,-1.741160721,0.0216158,173576739,149781739,-2.540643135,-38.92727943,-33.58033256,-4.020306636,-4.020306636,4831.669,-8.780732735,-33.59088114,-28.97692765,-0.098400282,-0.029779336,-1.712078749,2.404339058,1.394946653,0.261065574,65.80645161,106.1935484,0,0.159228527,-22.90322581,-101.4285714,34.48387097,5.194669006,0.284281654,-0.555555556,-2.000389004,19932000,-43175000,-49493000,-0.012067169,0,1136000,0,0,0,0,0.395599305,-0.028632869,7.3,0,10.27,11.23,0,3.58,3.1,Strong Buy
MTCH,1,8/4/2022,1017280,1/31/2023,1001,0,0,1.282190458,1.043907304,0.738722865,83.75797501,0,20.65265137,5.680119581,14.97253179,0.696870913,-0.012688276,-0.050865121,-0.040097519,0.19914384,-0.007596492,0.07033525,-0.002826904,0.788310692,4.008828489,-0.012688276,1.107802797,-10.25704887,1.134023693,1.13173244,-0.282991326,-0.054622395,-9.25891223,4.357793989,15.84473684,0,4.707918299,0.189450419,-0.745470424,-0.779308095,1.658656173,0,-0.267526145,1.045391032,-0.054622395,-3.615953863,22.03078358,22.03078358,0,-43.86941227,-43.86941227,25.00957308,-155.9296797,-89.42547936,-93.48459415,-93.48459415,1.327509435,25.00957308,0,-4245.273495,-43.86941227,2.786532971,-0.111733058,-1.588578383,-11.26903895,-1.588578383,13.77264437,19870430940,23298060940,-155.9296797,-93.48459415,-89.42547936,-43.86941227,-43.86941227,29.3237001,-4245.273495,-109.6105957,-104.8512875,-0.001603287,-0.011182495,-10.25704887,1.107802797,-624.5681487,6.671887752,0.139252599,0.108758447,0.658355068,0.045391032,-0.012143288,8.006639004,0.068931534,1.998418431,-0.002483211,-0.022235049,-14.15589248,177127000,-3213096000,-3841066000,-8.59114462,181448500,18611000,0,20.65265137,5.680119581,0,0.07033525,-0.033837672,66.53,0,51.45,43.02,0,0,0,Weak
ARCC,2,10/28/2020,773625,3/3/2023,15001,0,0,0,0,0,99.87927565,0,0,0,0,0,0,0.895372233,0.887323944,0.008988764,0.029498328,0.063334769,0,0.991011236,0,0,0.534247492,1.147063048,0.523767184,0.523767184,0,0.00052233,2.147063048,3.654411765,0,0,5.847058824,0.033244147,0.009456265,0.009456265,0.550827423,0.383219955,0.00804829,1,0.00052233,0,0,0.023668639,0.383219955,0.847457992,0.847457992,11.87293763,3.345153061,1475.2125,1475.2125,1475.2125,0.055752551,11.87293763,0.028639942,25.52844828,0.847457992,1.174940898,1.042553191,16.46099291,16.46099291,16.46099291,18.28605201,5900850000,13325850000,3.345153061,1475.2125,1475.2125,0.847457992,0.847457992,26.81257545,25.52844828,3331.4625,3331.4625,0.074734996,0.000677868,1.147063048,0.534247492,14.22413793,0.009070295,0.104627767,0,0,0,0,0,0,19.65026375,0,0.029498328,-18.08983452,0,6963000000,-7987000000,1.099813299,159500000,174000000,0,24.6277666,0,0,0.063334769,0,13.9,0,16.43,17.49,19.37,20.38,21.7,Strong Buy
RCOR,1,12/23/2021,490978,0,0,0,0,23.86218123,23.14731416,23.14731416,0,0,0,0,0,0,0,0,0,0,-0.09285487,-0.152940295,-0.062166331,1,1.558969466,0,0.39286851,0.64708966,0,0,-35.6462585,0,1.64708966,0,0,0,0,0,-0.000949527,-0.000947485,8.711248569,0,0,0.997849462,0,0,-465,-465,0,1.659499549,1.659499549,0,-2.71265912,-9551.600151,-9531.059075,-9531.059075,0.010173668,0,0,-0.413600804,1.659499549,0,-0.834052456,5.453451317,5.453451317,5.453451317,0.015008656,88638849.4,3317849.4,-2.71265912,-9531.059075,-9551.600151,1.659499549,1.659499549,0,-0.413600804,-356.758,-357.526875,-0.092160492,-0.000104694,0.64708966,0.39286851,10.63605666,0.00113845,0,0,0,-0.002150538,0,0.147058824,0,10.1163457,-0.062166331,-0.09285487,5.182376611,84270000,53413000,53393000,0,0,2046926,0,0,0,0,-0.152940295,2.04E-06,8.1,0,5.32,4.3669,1.83,1.93,0,Weak
MSTR,3,6/13/2022,495906,0,0,0,0,0.810128741,0.720318163,0.3039836,388.4189743,0,95.77454161,155.5835962,-59.8090546,0.784727986,-1.424918467,-1.498813686,-1.096196249,0.268624073,-0.035936529,-0.151507707,-0.050985267,0.731375927,1.051859261,-1.424918467,0.762807255,3.215980552,0.738391607,0.738391607,15.39632213,0.017933173,4.215980552,0.939706925,0.578467153,0,1.189000867,0.032782934,3.869430419,-15.27672956,8.20949597,0,0.366223161,-3.948056408,0.017933173,0,-0.202099555,-0.202099555,0,6.361613953,6.361613953,46.02787193,-10.49717876,-31.8340387,125.6825805,125.6825805,0.280924498,46.02787193,0,-41.86151537,6.361613953,10.56577199,-11.58215962,76.44600939,-180.0531491,76.44600939,214.791567,5490066480,7833210480,-10.49717876,125.6825805,-31.8340387,6.361613953,6.361613953,65.67243039,-41.86151537,179.323531,-45.42071147,-0.023815923,-0.031412917,3.215980552,0.762807255,-12.52201238,-0.334085399,0.223898991,0.28105167,0.795852393,-4.948056408,-1.812092859,-80.31995541,0.120677079,141.1443317,-0.036467468,-0.176032085,-229.2066171,-57887000,-2032620000,-2528400000,2.822507326,158105000,45236000,0,95.77454161,155.5835962,0,-0.151507707,-19.14615998,152.15,195.55,0,231.25,201.81,223.16,0,Strong Buy
SES,1,2/4/2022,302800,0,0,0,0,0.80229579,0.129574041,0.129574041,0,0,0,0,0,0,0,0,0,0,0.024131927,0.028440502,0.042395134,1.003304626,0.569201093,0,0.151494346,0.178542529,0.004884121,0.004884121,-11.4886385,13.4521732,1.178542529,0,0,0,0,0,0.044574135,0.055969162,0.000337142,0,0,1.255642136,13.4521732,0,0,0,0,14.73823245,14.73823245,0,129.5532002,177.776468,223.223624,223.223624,2.293399985,0,0,611.5834152,14.73823245,0,0.019200606,0.675114878,0.675114878,0.675114878,0.000387031,3461316898,3462352296,129.5532002,223.223624,177.776468,14.73823245,14.73823245,0,611.5834152,223.2903978,177.829647,0.001929709,0.005625041,0.178542529,0.151494346,0.182890761,2.321496227,0,0,0,0,0,0,0,0.540054477,0.042395134,0.024131927,-0.120199576,-178949,234852918,-41205048,0.004908093,569000,1863008.5,0,0,0,0,0.028440502,0,7.08,4.4,8.69,6.53,5,5.43,0,Strong Buy
